"etuus";"vuosi";"kuukausi";"paiva";"ikaluokka";"sukupuoli";"saajat_kaikki"
"Epidemiatuki";"2022";"5";"2022-05-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"18-24";"miehet";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"25-34";"miehet";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"35-44";"miehet";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"45-54";"miehet";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"18-24";"naiset";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"25-34";"naiset";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"35-44";"naiset";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"45-54";"naiset";"0"
"Epidemiatuki";"2022";"5";"2022-05-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"18-24";"miehet";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"25-34";"miehet";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"35-44";"miehet";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"45-54";"miehet";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"18-24";"naiset";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"25-34";"naiset";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"35-44";"naiset";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"45-54";"naiset";"0"
"Epidemiatuki";"2022";"6";"2022-06-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"18-24";"miehet";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"25-34";"miehet";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"35-44";"miehet";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"45-54";"miehet";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"18-24";"naiset";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"25-34";"naiset";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"35-44";"naiset";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"45-54";"naiset";"0"
"Epidemiatuki";"2022";"7";"2022-07-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"18-24";"miehet";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"25-34";"miehet";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"35-44";"miehet";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"45-54";"miehet";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"18-24";"naiset";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"25-34";"naiset";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"35-44";"naiset";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"45-54";"naiset";"0"
"Epidemiatuki";"2022";"8";"2022-08-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"18-24";"miehet";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"25-34";"miehet";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"35-44";"miehet";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"45-54";"miehet";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"18-24";"naiset";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"25-34";"naiset";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"35-44";"naiset";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"45-54";"naiset";"0"
"Epidemiatuki";"2022";"9";"2022-09-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"18-24";"miehet";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"25-34";"miehet";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"35-44";"miehet";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"45-54";"miehet";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"18-24";"naiset";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"25-34";"naiset";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"35-44";"naiset";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"45-54";"naiset";"0"
"Epidemiatuki";"2022";"10";"2022-10-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"18-24";"miehet";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"25-34";"miehet";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"35-44";"miehet";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"45-54";"miehet";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"18-24";"naiset";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"25-34";"naiset";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"35-44";"naiset";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"45-54";"naiset";"0"
"Epidemiatuki";"2022";"11";"2022-11-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"18-24";"miehet";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"25-34";"miehet";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"35-44";"miehet";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"45-54";"miehet";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"18-24";"naiset";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"25-34";"naiset";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"35-44";"naiset";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"45-54";"naiset";"0"
"Epidemiatuki";"2022";"12";"2022-12-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"1";"2023-01-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"2";"2023-02-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"3";"2023-03-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"4";"2023-04-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"5";"2023-05-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"6";"2023-06-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"7";"2023-07-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"8";"2023-08-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"9";"2023-09-01";"yli 54";"naiset";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"18-24";"kaikki";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"25-34";"kaikki";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"35-44";"kaikki";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"45-54";"kaikki";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"yli 54";"kaikki";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"18-24";"miehet";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"25-34";"miehet";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"35-44";"miehet";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"45-54";"miehet";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"yli 54";"miehet";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"18-24";"naiset";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"25-34";"naiset";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"35-44";"naiset";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"45-54";"naiset";"0"
"Epidemiatuki";"2023";"10";"2023-10-01";"yli 54";"naiset";"0"
